19.100000381469718.19491004943000000000 2005-09-2721.04999923719.2999992
51.869998931884751.93241882324000000004 2018-03-0252.90000152553.1800003
52.689998626708951.94218826293000000003 2018-03-0552.90000152553.1899986
52.900001525878952.31327438354000000004 2018-03-0653.34000015253.5699996
53.040000915527352.84061050415000000003 2018-03-0753.11999893154.1100006
54.279998779296853.50465393066000000004 2018-03-0854.33000183154.7900009
54.650001525878954.75462341308000000003 2018-03-0955.04999923756.0699996
55.630001068115255.17453765869000000003 2018-03-1256.25999832100000056.5
56.029998779296854.91086959838000000004 2018-03-1356.86000061056.2299995
55.159999847412153.98315429687000000004 2018-03-1456.56999969455.2799987
54.930000305175753.87573623657000000002 2018-03-1555.34999847455.1699981
55.270000457763654.10034561157000000004 2018-03-1655.31000137355.4000015
54.189998626708953.33863830566000000003 2018-03-1955.33000183154.6199989
54.669998168945354.02222061157000000002 2018-03-2054.93000030555.3199996
53.169998168945352.82107162475000000004 2018-03-2154.20999908454.0900001
52.290000915527351.08283615112000000004 2018-03-2253.58000183152.3100013
50.990001678466849.81332778930000000003 2018-03-2352.63000106851.0099983
50.639999389648450.64339447021000000003 2018-03-2651.93999862651.8600006
50.549999237060549.70591735839000000002 2018-03-2752.29999923750.9000015
50.049999237060549.65708160400000000004 2018-03-2850.90000152550.8499984
51.029998779296850.74103927612000000003 2018-03-2951.29999923751.9599990
48.959999084472648.61218643188000000004 2018-04-0251.77000045749.7799987
49.569999694824250.26254272460000000003 2018-04-0350.22999954251.4700012
50.509998321533250.81916809082000000003 2018-04-0450.59999847452.0400009
51.830001831054650.91681289672000000003 2018-04-050000000052.552.1399993
49.810001373291049.11022186279000000004 2018-04-0651.70999908450.2900009
49.740001678466848.65124893188000000004 2018-04-090000000050.549.8199996
47.209999084472646.34661102294000000012 2018-04-1050.52000045747.4599990
45.369998931884744.33494567871000000010 2018-04-1147.15000152545.4000015
45.509998321533245.47749328613000000007 2018-04-1246.02999877946.5699996
0000000000045.7544.79391479492000000005 2018-04-13000000046.7545.8699989
45.810001373291045.31148529052000000004 2018-04-1646.13000106846.4000015
45.619998931884744.67672729492000000006 2018-04-17000000046.750000045.75
46.049999237060546.63956832885000000009 2018-04-180000000046.547.7599983
46.409999847412145.78022003173000000005 2018-04-1947.52999877946.8800010
46.439998626708945.68255996704000000005 2018-04-2046.90999984746.7799987
46.119998931884745.58491134643000000004 2018-04-2346.84999847446.6800003
45.110000610351544.61813354492000000003 2018-04-2446.72000122045.6899986
43.889999389648444.18846130371000000007 2018-04-2545.6699981680000045.25
40.650001525878941.37602233886000000020 2018-04-2643.49000167842.3699989
42.330001831054642.38185882568000000006 2018-04-2742.54999923743.4000015
42.759998321533241.92288589477000000006 2018-04-300000000043.542.9300003
42.560001373291042.34279251098000000005 2018-05-0142.86000061043.3600006
42.189998626708941.24907302856000000006 2018-05-0243.22999954242.2400016
41.540000915527341.12212371826000000004 2018-05-03000000042.2542.1100006
0000000000041.7541.85452651977000000005 2018-05-04000000041.7542.8600006
42.119998931884741.54130172729000000005 2018-05-0742.91999816842.4399986
42.330001831054642.08943939208000000007 2018-05-0842.3300018310000000043
41.470001220703140.62120437622000000008 2018-05-0942.93000030500000041.5
41.509998321533241.14977264404000000007 2018-05-1041.50999832142.0400009
42.020000457763641.69791793823000000006 2018-05-1142.08000183142.5999984
42.200000762939441.56087875366000000004 2018-05-14000000042.7542.4599990
41.599998474121042.27542495727000000006 2018-05-1542.02000045743.1899986
43.040000915527343.12699890136000000007 2018-05-1643.13000106844.0600013
43.490001678466842.70610046386000000005 2018-05-1743.90000152543.6300010
43.040000915527342.46139907836000000004 2018-05-1843.56000137343.3800010
43.630001068115243.34233474731000000004 2018-05-2143.74000167844.2799987
42.830001831054641.97198104858000000006 2018-05-220000000044.542.8800010
42.270000457763641.89367294311000000003 2018-05-2342.63999938942.7999992
42.759998321533242.63758850097000000003 2018-05-2442.93999862643.5600013
43.799999237060543.95899581909000000006 2018-05-2543.81999969444.9099998
43.220001220703142.66694641113000000004 2018-05-2944.59999847443.5900001
42.659999847412142.38309097290000000005 2018-05-3043.68000030543.2999992
42.970001220703142.61801147460000000008 2018-05-3143.40000152543.5400009
43.349998474121043.06827163696000000005 2018-06-0144.0499992370000000044
43.959999084472643.91005706787000000005 2018-06-0444.04000091544.8600006
43.810001373291043.24446105957000000004 2018-06-0544.77999877944.1800003
42.880001068115243.25424194335000000006 2018-06-0643.45000076244.1899986
43.450000762939442.91165542602000000003 2018-06-0744.27999877943.8400001
42.959999084472642.19711303710000000006 2018-06-0843.95999908443.1100006
0000000000043.2543.22488021850000000006 2018-06-11000000043.2544.1599998
43.090000152587842.49076080322000000005 2018-06-1244.22999954243.4099998
42.830001831054642.01113128662000000005 2018-06-1343.38999938942.9199981
42.799999237060542.16775512695000000004 2018-06-1443.06000137343.0800018
42.319999694824241.86431503295000000007 2018-06-1543.06000137342.7700004
41.939998626708941.54130172729000000005 2018-06-1842.63000106842.4399986
41.090000152587840.63100051879000000005 2018-06-1942.02999877941.5099983
41.349998474121041.13998031616000000004 2018-06-2041.65000152542.0299987
41.369998931884740.61142349243000000005 2018-06-2142.02999877941.4900016
41.020000457763640.47438430786000000009 2018-06-2241.45999908441.3499984
39.290000915527338.83974838256000000007 2018-06-2541.09000015239.6800003
38.990001678466838.26224136352000000006 2018-06-2639.86999893139.0900001
0000000000038.2537.44981765747000000007 2018-06-2739.09000015238.2599983
37.060001373291037.39108657836000000007 2018-06-2838.33000183138.2000007
37.819999694824237.15617370605000000006 2018-06-29000000038.2537.9599990
37.439998626708937.54770278930000000003 2018-07-0237.74000167838.3600006
36.759998321533236.95061492919000000005 2018-07-0337.6399993890000037.75
37.520000457763637.18553543090000000006 2018-07-0537.84999847437.9900016
37.759998321533237.28341674804000000003 2018-07-0638.18999862638.0900001
38.069999694824238.47758483886000000004 2018-07-0938.20999908439.3100013
00000000000038.538.29160308837000000004 2018-07-1039.38000106839.1199989
35.900001525878935.19852066040000000024 2018-07-1138.31000137335.9599990
35.639999389648435.56069183349000000012 2018-07-1236.40000152536.3300018
36.139999389648436.33395385742000000010 2018-07-1336.31000137337.1199989
36.930000305175736.49056243896000000005 2018-07-1637.25999832137.2799987
37.080001831054636.58845138549000000006 2018-07-1737.09999847437.3800010
000000000000003837.55748748779000000010 2018-07-1800000000003838.3699989
37.549999237060537.32257080078000000004 2018-07-1938.31999969438.1300010
37.810001373291037.07786560058000000005 2018-07-2037.95999908437.8800010
37.360000610351537.23447418212000000004 2018-07-2337.65000152538.0400009
37.040000915527336.65697097778000000006 2018-07-2438.18999862637.4500007
37.319999694824237.38129806518000000007 2018-07-2537.31999969438.1899986
37.599998474121039.17254257202000000012 2018-07-2637.84999847440.0200004
39.509998321533238.84953689575000000008 2018-07-2739.93000030539.6899986
38.930000305175738.14478302001000000005 2018-07-3039.88000106838.9700012
39.139999389648438.70271301269000000005 2018-07-3139.25999832139.5400009
37.689998626708937.33235168457000000007 2018-08-0139.38000106838.1399993
37.349998474121037.12680435180000000005 2018-08-0237.86000061037.9300003
38.049999237060537.60643386840000000003 2018-08-0338.06000137338.4199981
37.869998931884737.69475173950000000003 2018-08-0638.25999832138.4099998
38.189998626708937.54754638671000000006 2018-08-0738.65000152538.2599983
38.220001220703137.66530990600000000003 2018-08-0838.40999984738.3800010
37.889999389648437.21387481689000000003 2018-08-0938.54999923737.9199981
36.450000762939436.56616592407000000007 2018-08-10000000037.7537.2599983
36.680000305175736.10491943359000000004 2018-08-1337.29000091536.7900009
36.830001831054636.39933013916000000003 2018-08-1436.84000015237.0900001
36.419998168945336.74280929565000000005 2018-08-1536.95999908437.4399986
37.439998626708937.44940567016000000005 2018-08-16000000037.7538.1599998
37.720001220703137.08629608154000000006 2018-08-1737.99000167837.7900009
37.990001678466839.24533843994000000009 2018-08-2038.04000091539.9900016
39.840000152587839.57899856567000000006 2018-08-2139.97999954240.3300018
39.139999389648438.46022415161000000005 2018-08-2240.08000183139.1899986
38.720001220703138.10693740844000000003 2018-08-2339.18999862638.8300018
38.529998779296838.09711837768000000003 2018-08-2438.90000152538.8199996
39.020000457763638.78408813476000000011 2018-08-2739.02000045739.5200004
39.599998474121039.93228912353000000007 2018-08-2839.66999816840.6899986
0000000000040.2539.74583435058000000004 2018-08-2940.65999984700000040.5
40.150001525878939.64769744873000000004 2018-08-3040.36000061040.4000015
40.180000305175739.72620391845000000003 2018-08-31000000040.2540.4799995
40.319999694824240.01080703735000000007 2018-09-0440.31999969440.7700004
38.880001068115238.93128967285000000009 2018-09-0540.81000137339.6699981
0000000000038.2537.76345062255000000006 2018-09-0639.47999954238.4799995
38.150001525878937.71437835693000000004 2018-09-0738.31000137338.4300003
38.490001678466838.69575881958000000003 2018-09-1038.65999984739.4300003
39.069999694824239.43178939819000000005 2018-09-1139.33000183140.1800003
39.229999542236338.52891921997000000006 2018-09-1240.25999832139.2599983
39.419998168945338.74482345581000000004 2018-09-1339.49000167839.4799995
39.319999694824238.99998855590000000002 2018-09-1439.54000091539.7400016
39.700000762939439.56918334960000000005 2018-09-1739.70000076240.3199996
39.650001525878940.03043365478000000005 2018-09-1840.36000061040.7900009
40.700000762939440.82534790039000000007 2018-09-1940.79000091541.5999984
41.189998626708941.10994720458000000006 2018-09-2041.81999969441.8899993
41.990001678466842.78810501098000000010 2018-09-2142.04000091543.5999984
41.849998474121041.19827651977000000007 2018-09-2443.27000045741.9799995
40.270000457763640.05006027221000000006 2018-09-2500000000004240.8100013
40.779998779296840.27577972412000000004 2018-09-2640.84000015241.0400009
41.150001525878940.72721099853000000005 2018-09-2741.22999954200000041.5
40.700000762939440.56038284301000000005 2018-09-2841.36999893141.3300018
39.599998474121038.87240219116000000007 2018-10-0141.40999984739.6100006
38.400001525878937.78307342529000000007 2018-10-0239.59999847400000038.5
38.419998168945338.07748794555000000006 2018-10-0338.70000076238.7999992
37.479999542236337.21387481689000000005 2018-10-0438.79999923737.9199981
36.209999084472635.76143646240000000009 2018-10-0537.93000030536.4399986
35.599998474121035.23149490356000000007 2018-10-0836.43999862635.9000015
33.409999847412132.92525100708000000019 2018-10-0936.29999923733.5499992
31.590000152587831.02137756347000000020 2018-10-1033.33000183131.6100006
0000000000030.7530.68770790100000000017 2018-10-1132.29999923731.2700004
30.809999465942330.33441352844000000012 2018-10-1231.96999931330.9099998
30.819999694824231.18821525573000000011 2018-10-1500000000003131.7800006
31.979999542236332.66027450561000000011 2018-10-1632.06000137333.2799987
33.529998779296832.94488525390000000015 2018-10-1734.45000076233.5699996
31.870000839233431.46299934387000000012 2018-10-1833.58000183132.0600013
31.809999465942331.44337081909000000010 2018-10-1932.09000015232.0400009
31.819999694824231.56113433837000000007 2018-10-2232.27000045732.1599998
30.600000381469731.77704238891000000012 2018-10-2331.53000068632.3800010
30.239999771118129.77502822875000000015 2018-10-2432.47999954230.3400001
31.120000839233431.76722335815000000018 2018-10-2531.19000053432.3699989
31.299999237060531.85554885864000000011 2018-10-2631.39999961832.4599990
31.950000762939431.99294090270000000009 2018-10-2933.13999938932.5999984
32.330001831054634.01457977294000000013 2018-10-3032.43999862634.6599998
34.810001373291034.42676544189000000011 2018-10-3135.15999984735.0800018
35.069999694824235.69274139404000000009 2018-11-0135.29999923736.3699989
35.639999389648435.65349197387000000010 2018-11-0236.59000015236.3300018
35.130001068115235.15160369873000000011 2018-11-0536.34999847435.7200012
34.8400001525878034.6103515625000000011 2018-11-0635.59999847435.1699981
35.479999542236336.38171005249000000010 2018-11-0735.56999969436.9700012
35.970001220703136.27346420288000000006 2018-11-0836.77000045736.8600006
36.029998779296835.64364624023000000006 2018-11-0936.70000076236.2200012
35.779998779296836.27346420288000000009 2018-11-1236.31000137336.8600006
37.099998474121037.17882156372000000009 2018-11-1337.15000152537.7799987
37.450000762939437.50356674194000000007 2018-11-1400000000003838.1100006
36.310001373291037.21818542480000000008 2018-11-1537.86999893137.8199996
00000000000036.536.16521453857000000010 2018-11-1637.4000015250000036.75
35.310001373291035.25000762939000000009 2018-11-1936.75999832135.8199996
34.860000610351535.02367401123000000007 2018-11-2035.04999923735.5900001
35.970001220703135.73220825195000000008 2018-11-2136.09000015236.3100013
36.659999847412137.34611511230000000006 2018-11-2336.65999984737.9500007
37.700000762939437.49372482299000000009 2018-11-2638.29999923738.0999984
37.810001373291037.68070602416000000008 2018-11-2738.20999908438.2900009
37.779998779296838.32035827636000000006 2018-11-2838.59000015238.9399986
38.400001525878937.80863952636000000005 2018-11-2938.79999923738.4199981
38.419998168945339.52094650268000000010 2018-11-3038.41999816840.1599998
39.139999389648439.01906585693000000006 2018-12-0340.56999969439.6500015
36.669998168945336.10616302490000000012 2018-12-0438.81999969436.6899986
35.790000915527336.35218429565000000009 2018-12-0600000000003636.9399986
33.380001068115233.03581237792000000014 2018-12-0736.58000183133.5699996
32.610000610351533.30151748657000000008 2018-12-1033.66999816833.8400001
33.610000610351533.55737686157000000008 2018-12-1134.36000061034.0999984
34.090000152587833.80340194702000000007 2018-12-1234.54999923734.3499984
32.380001068115231.94347572326000000010 2018-12-1334.29999923732.4599990
32.080001831054631.89426994323000000008 2018-12-1432.27000045732.4099998
31.700000762939431.53016090393000000007 2018-12-1732.29999923732.0400009
32.470001220703133.00629043579000000009 2018-12-1832.47000122033.5400009
32.229999542236331.90410995483000000008 2018-12-1933.45999908432.4199981
30.950000762939431.38254547119000000009 2018-12-2032.34000015231.8899993
30.649999618530230.29021072387000000011 2018-12-2131.95000076230.7800006
29.670000076293929.24707603454000000005 2018-12-2430.51000022829.7199993
29.590000152587831.77618026733000000008 2018-12-2630.12000083932.2900009
30.870000839233431.53016090393000000007 2018-12-2731.70999908432.0400009
31.510000228881831.32349777221000000006 2018-12-2832.16999816831.8299999
31.680000305175731.59904479980000000005 2018-12-3132.09000015232.1100006
31.049999237060531.96315956115000000005 2019-01-0231.45999908432.4799995
28.809999465942329.58166503906000000016 2019-01-0331.69000053430.0599994
30.399999618530231.53016090393000000009 2019-01-0430.44000053432.0400009
31.239999771118132.42567825317000000008 2019-01-0731.98999977132.9500007
32.200000762939431.90410995483000000007 2019-01-0833.36000061032.4199981
32.299999237060532.88819885253000000006 2019-01-0932.41999816833.4199981
29.780000686645531.53016090393000000019 2019-01-1030.62000083932.0400009
31.100000381469731.29397964477000000006 2019-01-1131.79999923731.7999992
30.700000762939431.20541000366000000005 2019-01-1431.39999961831.7099990
31.629999160766631.58920478820000000007 2019-01-1531.87999916032.0999984
32.740001678466832.31742858886000000009 2019-01-1632.81999969432.8400001
32.630001068115233.04565429687000000005 2019-01-17000000032.7533.5800018
33.150001525878933.42945098876000000005 2019-01-1833.84000015233.9700012
32.450000762939432.21902465820000000014 2019-01-2233.75999832132.7400016
31.389999389648431.14636421203000000014 2019-01-2332.93000030531.6499996
32.830001831054633.12438583374000000015 2019-01-2434.25999832133.6599998
33.759998321533234.42337799072000000015 2019-01-2533.93999862634.9799995
00000000000034.535.98807525634000000014 2019-01-2834.52999877936.5699996
36.069999694824235.71253204345000000008 2019-01-2936.75999832136.2900009
36.169998168945335.76173400878000000007 2019-01-3036.43000030536.3400001
35.549999237060535.20080566406000000007 2019-01-3136.31000137335.7700004
35.770000457763635.53539657592000000006 2019-02-0135.77000045736.1100006
36.119998931884736.19473266601000000009 2019-02-0436.15999984736.7799987
36.700000762939436.44142532348000000006 2019-02-0536.81000137336.9300003
36.610000610351536.27367019653000000005 2019-02-0636.79999923736.7599983
35.939998626708935.69147872924000000005 2019-02-0736.45999908436.1699981
35.389999389648435.52372360229000000004 2019-02-0835.7999992370000000036
36.080001831054636.10592269897000000004 2019-02-1136.08000183136.5900001
35.669998168945335.27703475952000000006 2019-02-1236.7599983210000035.75
35.810001373291035.73094940185000000005 2019-02-1335.83000183136.2099990
35.669998168945335.63227462768000000004 2019-02-1435.90999984736.1100006
34.959999084472634.58629608154000000011 2019-02-1536.24000167835.0499992
000000000000003535.00074005126000000006 2019-02-1935.02999877935.4700012
34.770000457763634.59616851806000000006 2019-02-2000000000003535.0600013
34.830001831054634.51722335815000000005 2019-02-2134.97999954234.9799995
000000000000003535.02047729492000000005 2019-02-2200000000003535.4900016
35.669998168945335.42505645751000000010 2019-02-25000000035.7535.9000015
0000000000035.7535.77042007446000000007 2019-02-2635.9000015250000036.25
35.270000457763635.21782684326000000005 2019-02-2736.11000061035.6899986
35.169998168945335.15862655639000000007 2019-02-2835.63000106835.6300010
34.369998931884734.18171691894000000008 2019-03-0135.58000183134.6399993
00000000000033.533.27389526367000000006 2019-03-0434.75999832133.7200012
33.169998168945332.79037475585000000007 2019-03-0534.02999877933.2299995
32.520000457763632.32659149169000000006 2019-03-0633.22000122032.7599983
31.620000839233431.79373931884000000007 2019-03-0732.70000076232.2200012
31.370000839233431.48783874511000000006 2019-03-0831.89999961831.9099998
31.569999694824231.62598609924000000008 2019-03-1131.63999938932.0499992
30.879999160766630.51093482971000000010 2019-03-1232.18999862630.9200000
000000000000003131.41876411437000000011 2019-03-1331.21999931331.8400001
31.879999160766631.70492744445000000006 2019-03-1431.95999908432.1300010
31.420000076293931.01419067382000000009 2019-03-1532.27999877931.4300003
31.030000686645530.96484756469000000006 2019-03-180000000031.531.3799991
31.379999160766631.17207527160000000006 2019-03-190000000031.531.5900001
30.770000457763630.55040550231000000006 2019-03-200000000031.530.9599990
30.790000915527331.03392410278000000005 2019-03-2130.88999938931.4500007
30.530000686645530.16556739807000000007 2019-03-2231.31999969430.5699996
30.159999847412129.81032752990000000005 2019-03-2530.53000068630.2099990
29.969999313354429.81032752990000000004 2019-03-2630.51000022830.2099990
30.149999618530230.53067207336000000006 2019-03-2730.27000045730.9400005
30.440000534057630.49120140075000000006 2019-03-2831.01000022830.8999996
30.840000152587831.33982276916000000006 2019-03-2931.13999938931.7600002
31.700000762939431.92201805114000000007 2019-04-0131.97999954232.3499984
32.459999084472632.55355072021000000010 2019-04-0233.04000091532.9900016
33.209999084472633.26402282714000000010 2019-04-0333.22000122033.7099990
33.349998474121033.48111724853000000006 2019-04-0433.95999908433.9300003
33.880001068115233.60939788818000000005 2019-04-0533.97000122034.0600013
33.439998626708933.43177795410000000006 2019-04-0833.63999938933.8800010
32.599998474121032.86931991577000000008 2019-04-0933.36999893133.3100013
33.090000152587833.56992721557000000007 2019-04-1033.75999832134.0200004
33.909999847412134.34947204589000000007 2019-04-1133.99000167834.8100013
00000000000034.534.23106384277000000004 2019-04-1234.99000167834.6899986
33.680000305175733.30349731445000000006 2019-04-1534.6500015250000033.75
33.590000152587833.57978820800000000004 2019-04-1633.95999908434.0299987
34.099998474121033.92516326904000000003 2019-04-1734.45000076234.3800010
33.900001525878933.91529083251000000003 2019-04-1834.43000030534.3699989
33.419998168945333.03707122802000000003 2019-04-2234.09999847433.4799995
33.419998168945333.52058792114000000003 2019-04-2333.43000030533.9700012
33.900001525878933.54032516479000000003 2019-04-2433.91999816833.9900016
33.130001068115232.96799468994000000006 2019-04-2534.04999923733.4099998
32.099998474121032.62262344360000000009 2019-04-2632.15000152533.0600013
33.310001373291033.32323455810000000005 2019-04-2933.50999832133.7700004
33.549999237060533.72780227661000000005 2019-04-3033.77999877934.1800003
33.880001068115233.46137619018000000004 2019-05-0134.29999923733.9099998
33.840000152587833.50085449218000000005 2019-05-0233.95999908433.9500007
34.150001525878934.32973480224000000005 2019-05-0334.20999908434.7900009
33.720001220703134.29026412963000000004 2019-05-06000000034.250000034.75
33.409999847412133.55795288085000000006 2019-05-07000000034.2533.9099998
33.560001373291033.39960861206000000004 2019-05-0833.7000007620000033.75
33.060001373291033.59753417968000000004 2019-05-0933.38999938933.9500007
32.939998626708933.63711929321000000004 2019-05-1033.72000122033.9900016
31.979999542236331.80632591247000000007 2019-05-1333.15999984732.1399993
32.009998321533232.00425338745000000005 2019-05-1432.18999862632.3400001
31.549999237060531.82611846923000000004 2019-05-1532.02999877932.1599998
32.020000457763631.98445510864000000004 2019-05-1632.20000076232.3199996
31.690000534057631.41047668457000000004 2019-05-1732.02999877931.7399997
30.219999313354430.63857460021000000007 2019-05-2030.64999961830.9599990
31.129999160766630.97504615783000000004 2019-05-2131.20999908431.2999992
29.809999465942329.60937309265000000010 2019-05-2231.22999954229.9200000
29.309999465942329.19373321533000000011 2019-05-2329.72999954200000029.5
28.979999542236328.86716079711000000005 2019-05-2429.69000053429.1700000
00000000000028.528.43172645568000000008 2019-05-2829.26000022828.7299995
27.920000076293928.11504936218000000006 2019-05-2928.51000022828.4099998
27.989999771118127.87754249572000000004 2019-05-300000000028.528.1700000
27.110000610351526.94729804992000000007 2019-05-3127.79999923727.2299995
27.020000457763626.91761207580000000006 2019-06-0327.12000083927.2000007
00000000000027.528.81767845153000000010 2019-06-0427.62999916029.1200008
29.459999084472630.04480552673000000008 2019-06-0529.76000022830.3600006
29.879999160766630.06459617614000000005 2019-06-0630.39999961830.3799991
30.430000305175730.59898948669000000004 2019-06-0730.59000015230.9200000
30.719999313354430.44065284729000000005 2019-06-1031.14999961830.7600002
30.510000228881830.26251983642000000003 2019-06-1131.10000038130.5799999
30.450000762939430.77712440490000000005 2019-06-1230.55999946531.1000003
31.409999847412132.74646377563000000010 2019-06-1331.69000053433.0900001
32.220001220703132.34072113037000000006 2019-06-1432.97000122032.6800003
32.099998474121032.22196578979000000003 2019-06-1732.09999847432.5600013
32.419998168945332.18238067626000000003 2019-06-1832.77999877932.5200004
32.509998321533232.86521911621000000005 2019-06-1932.72000122033.2099990
31.899999618530231.81622123718000000008 2019-06-2033.65999984732.1500015
31.510000228881831.24224281311000000007 2019-06-2132.02999877931.5699996
31.309999465942331.48964881896000000008 2019-06-2431.56999969431.8199996
31.239999771118130.93546104431000000006 2019-06-2531.82999992331.2600002
31.069999694824231.13338470458000000004 2019-06-2631.47999954231.4599990
31.420000076293931.81622123718000000004 2019-06-2731.55999946532.1500015
32.159999847412132.27144622802000000005 2019-06-2832.22999954232.6100006
32.529998779296832.53864288330000000008 2019-07-0133.13999938932.8800010
32.029998779296831.85580635070000000004 2019-07-0233.09000015232.1899986
32.349998474121032.38030624389000000002 2019-07-0332.40000152532.7200012
31.950000762939432.12300491333000000002 2019-07-0532.54000091532.4599990
31.979999542236332.44957351684000000005 2019-07-0831.98999977132.7900009
31.930000305175732.02404403686000000005 2019-07-0932.40000152532.3600006
32.590000152587832.59801864624000000008 2019-07-1032.93000030532.9399986
32.819999694824232.68708419799000000006 2019-07-1133.06000137333.0299987
000000000000003333.42929840087000000005 2019-07-1233.11999893133.7799987
33.419998168945333.26106262207000000003 2019-07-1533.66999816833.6100006
33.700000762939433.86473083496000000006 2019-07-1633.70000076234.2200012
33.110000610351532.91469573974000000005 2019-07-1734.34000015233.2599983
33.110000610351533.38971710205000000003 2019-07-1833.40999984733.7400016
33.060001373291032.73656845092000000004 2019-07-1933.81999969433.0800018
32.849998474121032.55843734741000000004 2019-07-2233.22000122032.9000015
32.569999694824233.37981796264000000004 2019-07-2333.02000045733.7299995
33.619998931884734.23089218139000000007 2019-07-2433.61999893134.5900001
31.579999923706031.34120368957000000013 2019-07-2534.54999923731.6700000
31.159999847412130.91566848754000000007 2019-07-2600000000003231.2399997
30.540000915527330.42085838317000000006 2019-07-2930.96999931330.7399997
30.209999084472630.39117050170000000005 2019-07-3030.45000076230.7099990
30.270000457763630.19324684143000000006 2019-07-3130.68000030530.5100002
29.430000305175729.53020477294000000008 2019-08-0130.43000030529.8400001
29.069999694824229.14425468444000000006 2019-08-0229.70000076229.4500007
000000000000002828.23380470275000000008 2019-08-0528.96999931328.5300006
28.020000457763628.16428756713000000006 2019-08-0628.85000038128.3600006
27.819999694824228.43242454528000000006 2019-08-0700000000002828.6299991
28.760000228881828.87931823730000000005 2019-08-0828.80999946529.0799999
28.559999465942328.58139038085000000004 2019-08-0928.85000038128.7800006
27.520000457763627.44925689697000000008 2019-08-120000000028.527.6399993
27.329999923706027.32015419006000000012 2019-08-1327.62000083927.5100002
26.090000152587825.91988372802000000010 2019-08-1427.04999923726.1000003
25.139999389648425.23464584350000000010 2019-08-1526.20000076225.4099998
25.389999389648425.61202430725000000008 2019-08-1625.62000083925.7900009
26.079999923706025.91988372802000000009 2019-08-1926.20000076226.1000003
25.559999465942325.65174865722000000007 2019-08-2026.07999992325.8299999
26.010000228881826.23767471313000000006 2019-08-2126.05999946526.4200000
26.340000152587826.34691810607000000005 2019-08-2226.45999908426.5300006
25.350000381469725.24457550048000000008 2019-08-2326.27000045725.4200000
25.030000686645525.01616477966000000006 2019-08-2625.89999961825.1900005
24.319999694824224.28127098083000000007 2019-08-2725.27000045724.4500007
24.229999542236325.15519905090000000009 2019-08-2824.40999984725.3299999
25.700000762939426.13836669921000000007 2019-08-2925.79000091526.3199996
26.159999847412126.12843513488000000005 2019-08-3026.39999961826.3099994
25.950000762939426.32705497741000000006 2019-09-0326.15999984726.5100002
26.520000457763626.81367301940000000005 2019-09-0426.6599998470000000027
27.440000534057627.49891281127000000006 2019-09-0527.45000076227.6900005
27.729999542236327.59822273254000000005 2019-09-0628.15999984727.7900009
27.709999084472628.24373817443000000008 2019-09-0927.79000091528.4400005
28.209999084472628.91904449462000000006 2019-09-1028.28000068629.1200008
28.729999542236329.55462646484000000010 2019-09-1129.15999984729.7600002
29.639999389648429.73338508605000000005 2019-09-1229.67000007629.9400005
29.870000839233429.74331665039000000007 2019-09-1330.20000076229.9500007
27.700000762939427.57835960388000000015 2019-09-1628.55999946527.7700004
27.920000076293928.44235610961000000012 2019-09-1728.02000045728.6399993
28.069999694824228.40263175964000000006 2019-09-1828.54999923728.6000003
28.159999847412128.10470199584000000005 2019-09-1928.62999916028.2999992
27.959999084472627.79684066772000000006 2019-09-2028.20000076227.9899997
27.360000610351527.31022262573000000005 2019-09-2327.70999908400000027.5
26.770000457763626.81367301940000000005 2019-09-2427.6200008390000000027
27.020000457763627.25063705444000000006 2019-09-2527.12999916027.4400005
26.909999847412127.00236320495000000004 2019-09-2627.56999969427.1900005
26.909999847412126.82360458374000000005 2019-09-2727.01000022827.0100002
26.819999694824226.78388023376000000005 2019-09-3027.35000038126.9699993
26.590000152587826.61505317687000000006 2019-10-0127.07999992326.7999992
25.020000457763625.19492340087000000014 2019-10-020000000026.525.3700008
24.510000228881825.09561157226000000008 2019-10-0325.46999931325.2700004
25.069999694824225.65174865722000000006 2019-10-0425.32999992325.8299999
25.520000457763625.65174865722000000005 2019-10-0725.79999923725.8299999
25.450000762939426.07877922058000000009 2019-10-0825.55999946526.2600002
26.690000534057626.88319015502000000008 2019-10-0926.78000068627.0699996
00000000000026.526.99243164062000000007 2019-10-1026.68000030527.1800003
27.340000152587827.17119026184000000007 2019-10-1127.62999916027.3600006
27.139999389648427.42939567565000000003 2019-10-1427.37000083927.6200008
27.280000686645528.07491111755000000007 2019-10-1527.62999916028.2700004
28.030000686645527.85642623901000000006 2019-10-1628.32999992328.0499992
27.850000381469727.73725509643000000006 2019-10-1728.30999946527.9300003
27.709999084472628.02525329589000000005 2019-10-1827.79999923728.2199993
28.430000305175728.42249488830000000006 2019-10-2128.51000022828.6200008
27.819999694824228.06497764587000000008 2019-10-220000000028.528.2600002
27.879999160766628.09477233886000000008 2019-10-23000000028.2528.2900009
28.489999771118129.20704078674000000017 2019-10-2429.27000045729.4099998
29.299999237060530.64703559875000000013 2019-10-2529.39999961830.8600006
000000000000003131.14358520507000000010 2019-10-2800000000003131.3600006
30.680000305175730.70662117004000000006 2019-10-2931.42000007630.9200000
29.930000305175730.08097076416000000010 2019-10-3030.77000045730.2900009
29.459999084472629.85255432128000000008 2019-10-3130.06999969430.0599994
30.020000457763630.34910392761000000008 2019-11-0130.29999923730.5599994
30.469999313354430.73641586303000000005 2019-11-0430.70999908430.9500007
30.909999847412131.06519889831000000005 2019-11-0500000000003131.1800003
